,text_1,english,polarity,score
1499,upaya mitigasi ubah iklim iip bumn lembaga klikhijau sosialisasi olah sampah bas warga makassar bnetwork httpstcoltnfdlwjur,Climate Change Mitigation Efforts IIP BUMN Klik Hijau Institution Dissemination of Waste Processing for Makassar Residents BNetwork httpstcoltnfdlwjur,-0.2,negatif
1500,sosialisasi olah sampah bas warga ikat istri pimpin bumn lembaga klikhijau makassar popijarotsetyawan iipbumn klikhijau makassar httpstcokkfuuvz,"socialization of bus waste management, residents tie up wife of head of state-owned company Klik Hijau Makassar Popijarotsetyawan IIPBUMN Klik Hijau Makassar httpstcokkfuuvz",-0.2,negatif
1501,rangkai giat usaid cleancitiesblueocean pagi pakjeff unjung fasilitas olah sampah plastik preventoplastic indonesia popi makassar usaidccbo pemkotmakassar usembassyjkt uscongensby wastechange httpstcovjbylyd,serial active usaid cleancitiesblueocean morning pakjeff visited plastic waste processing facility preventoplastic indonesia popi makassar usaidccbo pemkotmakassar usembassyjkt uscongensby wastechange httpstcovjbylyd,-0.166666667,negatif
1502,moga allah swt mudah lancar bangun olah sampah energi listrik psel kawasan industri makassar kima rencana groundbreaking juli insya allah rencana operasi amin,"May Allah swt make it easy for you to build waste processing electricity energy Psel Makassar industrial area kima groundbreaking plans in July God willing, operational plans amen",0.161111111,positif
1503,wali kota makassar moh ramdhan pomanto kawasan hijau kota makassar tambah groundbreaking proyek olah sampah energi listrik psel fungsi httpstcodukxdiolz,Makassar Mayor Moh Ramdhan Pomanto Makassar City Green Area Adds Groundbreaking to Waste Management Project Electric Energy Psel Function httpstcodukxdiolz,-0.2,negatif
1504,dinas lingkung hidup kota makassar benah normalisasi proses salur sampah olah limbah tpa tamangapa kota makassar httpstcoqcnquss,Makassar City Environmental Service improves normalization of waste distribution process for Tamangapa landfill waste in Makassar City httpstcoqcnquss,-0.2,negatif
1505,tim nilai lomba jakarta gotong royong lingkung asri kota lestari selasa tinjau sistem olah sampah rw lurah cipinang melayu cipmel makassar jakarta timur bacadibj beritajakarta dkijakarta jaki welovejakarta httpstcoaktfwbkn,team values ??competition jakarta gotong royong beautiful environment sustainable city tuesday review waste management system rw cipinang melayu village head cipmel makassar east jakarta bacadibj Beritajakarta dkijakarta jaki welovejakarta httpstcoaktfwbkn,0.325,positif
1506,bincang circular economy makassar sorot olah sampah plastik httpstcomwhkjqxii,Makassar circular economy talk highlights processing of plastic waste httpstcomwhkjqxii,-0.2,negatif
1507,surat perintah lidi nomor printapfl tanggal okt kejar makassar sebut raib dana proyek ada tanah utk industri olah sampah daerah temu seleweng httpstcoxtgeuggrlx,warrant warrant print number apfl dated oct chase makassar call missing project funds there is land for waste processing industry in temu seleweng area httpstcoxtgeuggrlx,-0.2,negatif
1508,indocement menandatangani mou studi sedia bahan bakar alternatif hasil olah sampah pt limbung limbah perkasa anggota apsi tanggal september kota makassar httpstcoyufzpnbe,Indocement signs MoU to study availability of alternative fuels from waste processing PT Limbung Waste Perkasa APS members date September Makassar City httpstcoyufzpnbe,-0.2,negatif
1509,untung buntung proyek listrik sampah kota makassar proyek olah sampah energi listrik psel kota makassar sendat akibat kisruh warga versus perintah makassar walikotamakassar dprdmakassar kotamakassar httpstcovrktslfv,"fortunately, the Makassar City Waste Electricity Project, the Makassar City Psel electricity waste processing project, was disrupted due to the chaos between residents versus the orders of the Makassar Mayor, Makassar DPRD, Makassar City of Makassar httpstcovrktslfv",-0.03125,negatif
1510,ribut rapat dengar dapat rdp ruang badan anggar dprd makassar bahas lokasi proyek olah sampah energi listrik psel makassar pantau picu warga tolak lokasi psel tamalanrea httpstcofgsetava,Noisy hearing meeting gets RDP Makassar DPRD fencing body room discusses location of Psel Makassar electricity energy waste processing project monitor triggers residents reject Psel Tamalanrea location httpstcofgsetava,-0.2,negatif
1511,tahu brantas abipraya bangun olah sampah padu tpst ikn bangun lahan luas hektare bangun tpst kawasan inti pusat perintah kipp ikn camat paku abiprayabanguntpstdiikn httpstcouhcuigeh,Tahu Brantas Abipraya builds solid waste processing tpst ikn builds hectares of land builds tpst core area command center kipp ikn sub-district head of abiprayabanguntpstdiikn httpstcouhcuigeh,-0.1,negatif
1512,halo teman sampah daerah gowa makassar kabar nih bangun fasilitas olah sampah perintah kabupaten gowa kolaborasi asosiasi usaha sampah indonesia pt limbung limbah perkasa,"hello friends, waste from the Gowa Makassar area, here's the news about building a waste processing facility ordered by Gowa Regency, collaboration with the Indonesian Waste Business Association, PT Limbung Waste Perkasa",-0.2,negatif
1513,halo teman sampah daerah gowa makassar kabar nih bangun fasilitas olah sampah perintah kabupaten gowa kolaborasi asosiasi usaha sampah indonesia pt limbung limbah perkasa,"hello friends, waste from the Gowa Makassar area, here's the news about building a waste processing facility ordered by Gowa Regency, collaboration with the Indonesian Waste Business Association, PT Limbung Waste Perkasa",-0.2,negatif
1514,siap terbang makassar bal sriwijayaair kamis mei departure time jam dinihari wita rencana presentasi depan bupati jajar jajak kerjasama olah sampah tpa pabentengan kabupaten gowa sulawesi selatan httpstcouzddno,"ready to fly Makassar bal Sriwijayaair Thursday May departure time early morning WIT planned presentation in front of the Regent of Jajar Poll on cooperation in processing landfill waste in Pabentengan, Gowa Regency, South Sulawesi httpstcouzddno",0.225,positif
1515,dimasprakosocom dimasprakosooo supirpete tabe followers ta info olah sampah fashion makassar,dimasprakosocom dimasprakosooo supirpete tabe followers ta info processing makassar fashion trash,0,netral
1516,usaid tawar kerja olah sampah kota makassar httpstcoihqihtlauw,usaid offers a job processing Makassar city waste httpstcoihqihtlauw,-0.05,negatif
1517,usaid tawar kerja olah sampah makassar httpstcocfyehtgnuv,usaid offers a job processing Makassar waste httpstcocfyehtgnuv,-0.05,negatif
1518,usaid tawar kerja olah sampah kota makassar httpstcobjkplclyg,usaid offers a job processing Makassar city waste httpstcobjkplclyg,-0.05,negatif
1519,tabe teman titip kontak masyarakat mkssr daya olah sampah mslhji anak masyarakat dll kontak ndppji klo dar akun sosmed butuh bgtka mitra lomba pkm terima kasih cont,tabe friends entrust community contacts mkssr waste processing power mslhji community children etc contact ndppji if from social media accounts need bgtka pkm competition partners thank you cont,-0.083333333,negatif
1520,pemkab pangkep guru olah sampah pemkotmakassar httpstcoamnwboqxf,"Pangkep district government, waste management teacher, Makassar municipal government httpstcoamnwboqxf",-0.2,negatif
1521,infomks kenal investor minat dana industri olah sampah makassar,infomks knows investors interested in funding the Makassar waste processing industry,0.025,positif
1522,olah sampah tpa antang olah terap sistem buka dumping sistem mana sampah buang buang laku apa,"process the waste without being challenged, apply the open dumping system, the system where the waste is disposed of and disposed of in what way",-0.133333333,negatif
1523,coba aja tinggal makassar jateng trotoar sampah kalo jalan langsung serempet motor jgn bacot norak,"Just try staying in Makassar, Central Java, rubbish sidewalks, if the road is directly brushed by motorbikes, don't be tacky",0,netral
1524,coba aja tinggal trotoar sampah jateng makassar bacot orang jalan kaki hari alah tipikal orang jakarta tau daerah jakarta,"Just try staying on the trash sidewalks in Central Java, Makassar, people walking around on the street today is a typical Jakartan, you know, Jakarta area.",-0.083333333,negatif
1525,muncul kota makassar infrastruktur dulunya perhati kondisi jalan bangkala anak paksa lewat jalan rusak pergi sekolah kasihan sampah sera httpstcojlzssmbh,"The city of Makassar, infrastructure, used to pay attention to the condition of the roads in Bangkala, children were forced to go through damaged roads, go to school, feel sorry for the rubbish and trash httpstcojlzssmbh",-0.4,negatif
1526,sampah kompleks indonesia dorong rsud daya kota makassar hadir inovasi httpstcouhhhnihs,Indonesian waste complex encourages Makassar city power hospital to come up with innovation httpstcouhhhnihs,-0.25,negatif
1527,moga mariki jalan satu harap ta jaga asa ta dukung adam iur sampah berat warga makassar wattunnamisampahgratis,"I hope let's go one way, please keep hope and support Adam due to heavy waste Makassar residents Wattunnamisgarbage free",-0.03125,negatif
1528,kuttab alfatih makassar resmi luncur bank sampah dukung lingkung lanjut lengkap httpstcoegfbcmaxu httpstcokbgpcktxfn,"Kuttab Alfatih Makassar officially launches waste bank to support the environment, complete details httpstcoegfbcmaxu httpstcokbgpcktxfn",-0.05,negatif
1529,aniesbaswedan lihat fasilitas publik gowa lumayan bagus rapih bersih makassar maros kantor mpp mislanya apart of that sampah jalan rapih fasum banget perhati,"aniesbaswedan see that Gowa's public facilities are quite good, neat, clean, Makassar, Maros, MPP office, for example, apart from that, street rubbish is neat, public facilities are very attentive",0.317333333,positif
1530,jiromb profonlineid beo kerdil orang sulsel hidup pindah daerah sulsel tau persis logat bicara bugis makassar mandar toraja luwuk tau beda bugis selatan vs utara logtnya meanwhile loe masuk tong sampah mute ya bye karamba kareba,"jiromb profonlineid dwarf beo, South Sulawesi people live moving to the South Sulawesi area, you know exactly the accent for speaking in Bugis Makassar, Mandar Toraja Luwuk, you know the difference between the southern vs. northern Bugis accent, meanwhile, you're in the trash can, mute, bye karamba kareba",0.128787879,positif
1531,mari jaga laut lingkung sampah plastik tindak selamat hidup bumi cipta ubah ayo ajak orang peduli httpstcouaaihiuvc,"let's protect the ocean environment, plastic waste, take action, save the life of the earth, create change, let's invite people to care httpstcouaaihiuvc",-0.05,negatif
1532,kolaborasi iaeb unismuh uin alauddin uiad gelar abdi internasional bank sampah makassar httpstcombcysnaov,collaboration between iaeb unismuh uin alauddin uiad holds the international servant title of makassar waste bank httpstcombcysnaov,-0.1,negatif
